"site_id","mean_surf_jas_slope","distance","nearest_lake","distance_km"
"nhd_13117780",0.22007304617583,49406.1283326618,"Lake Superior",49.4061283326618
"nhd_13117800",0.213625920817896,50658.9266365658,"Lake Superior",50.6589266365658
"nhd_13117806",0.240518731111833,51957.5496710474,"Lake Superior",51.9575496710474
"nhd_13117818",0.226615855419003,51067.9579837031,"Lake Superior",51.0679579837031
"nhd_13117824",0.226284500710046,51230.0576078058,"Lake Superior",51.2300576078058
"nhd_13117840",0.226128068563604,51982.5568707721,"Lake Superior",51.9825568707721
"nhd_13117844",0.206742393809195,52803.2684806557,"Lake Superior",52.8032684806557
"nhd_13117846",0.241147085832955,54474.7177384083,"Lake Superior",54.4747177384083
"nhd_13117896",0.233742138128618,58448.5086640844,"Lake Superior",58.4485086640844
"nhd_13117932",0.237786811469492,57913.8687243534,"Lake Superior",57.9138687243534
"nhd_13117936",0.238231114709948,57772.3910879209,"Lake Superior",57.7723910879209
"nhd_13118008",0.232819166222369,63725.5376878181,"Lake Superior",63.7255376878181
"nhd_13118012",0.229568677433795,64326.4369281038,"Lake Superior",64.3264369281038
"nhd_13118610",0.228546104616979,39654.2631630251,"Lake Superior",39.6542631630251
"nhd_13118624",0.224760367874181,45442.6657725266,"Lake Superior",45.4426657725266
"nhd_13118654",0.240236010207986,43999.1393153426,"Lake Superior",43.9991393153426
"nhd_13118656",0.211783959780678,44711.7509087489,"Lake Superior",44.7117509087489
"nhd_13118668",0.20345843694657,49894.0764559549,"Lake Superior",49.8940764559549
"nhd_13118672",0.207002849202945,50193.5008347228,"Lake Superior",50.1935008347228
"nhd_13118674",0.216044092070772,48008.7129680894,"Lake Superior",48.0087129680894
"nhd_13118680",0.227322081620767,49574.3355597155,"Lake Superior",49.5743355597155
"nhd_13118686",0.215494132824383,49648.918809613,"Lake Superior",49.648918809613
"nhd_13118690",0.227132349092463,48376.369601453,"Lake Superior",48.376369601453
"nhd_13118694",0.200048113014995,50523.3561562712,"Lake Superior",50.5233561562712
"nhd_13118696",0.226677615371978,49067.1997798912,"Lake Superior",49.0671997798912
"nhd_13118702",0.212670871401953,51644.2385319016,"Lake Superior",51.6442385319016
"nhd_13118708",0.236872784440758,52969.5600808141,"Lake Superior",52.9695600808141
"nhd_13118716",0.215562513372161,53868.6504808393,"Lake Superior",53.8686504808393
"nhd_13118722",0.213571538048198,50612.9685830722,"Lake Superior",50.6129685830722
"nhd_13118724",0.212717374436527,52748.2756836026,"Lake Superior",52.7482756836026
"nhd_13118726",0.216370396986815,53941.4258532999,"Lake Superior",53.9414258532999
"nhd_13118732",0.204873053689748,54336.1613884601,"Lake Superior",54.3361613884601
"nhd_13118740",0.2051356107153,54230.5002182068,"Lake Superior",54.2305002182068
"nhd_13118744",0.208634877172227,54102.9827540218,"Lake Superior",54.1029827540218
"nhd_13118746",0.207714439734958,56442.7557557503,"Lake Superior",56.4427557557503
"nhd_13118750",0.203535867660909,55868.5942728847,"Lake Superior",55.8685942728847
"nhd_13118752",0.210667468483952,55396.2168307645,"Lake Superior",55.3962168307645
"nhd_13118754",0.219799225050315,54920.7717028617,"Lake Superior",54.9207717028617
"nhd_13118762",0.197959451479681,56497.0758294923,"Lake Superior",56.4970758294923
"nhd_13118764",0.179443833324812,58503.9471785149,"Lake Superior",58.5039471785149
"nhd_13118768",0.211418092979424,55446.1369898024,"Lake Superior",55.4461369898024
"nhd_13118780",0.210055100433533,58604.388183052,"Lake Superior",58.604388183052
"nhd_13118784",0.217918208863765,55790.0551695827,"Lake Superior",55.7900551695827
"nhd_13118790",0.215218934647307,55354.2134009622,"Lake Superior",55.3542134009622
"nhd_13118796",0.215014558301923,58964.7082494647,"Lake Superior",58.9647082494647
"nhd_13118798",0.199091033388139,58843.1434155767,"Lake Superior",58.8431434155767
"nhd_13118800",0.225108126506085,59954.2580201176,"Lake Superior",59.9542580201176
"nhd_13118804",0.226216837893956,56978.2811947962,"Lake Superior",56.9782811947962
"nhd_13118812",0.209064255174709,60231.6731348143,"Lake Superior",60.2316731348143
"nhd_13118816",0.219015012971041,56889.8548015065,"Lake Superior",56.8898548015065
"nhd_13118830",0.195791929612436,59336.612958225,"Lake Superior",59.336612958225
"nhd_13118836",0.203154425917862,64298.6584723791,"Lake Superior",64.2986584723791
"nhd_13118848",0.2107580840402,65041.9096448836,"Lake Superior",65.0419096448836
"nhd_13118850",0.211727319938173,65497.6060946745,"Lake Superior",65.4976060946745
"nhd_13118852",0.222322666729372,64018.3169817908,"Lake Superior",64.0183169817908
"nhd_13118860",0.223026386711947,63636.9692304894,"Lake Superior",63.6369692304894
"nhd_13118862",0.204453205665639,63907.3346012298,"Lake Superior",63.9073346012298
"nhd_13118864",0.191478896031108,61602.0840554629,"Lake Superior",61.6020840554629
"nhd_13118866",0.2138735905027,63839.1745196245,"Lake Superior",63.8391745196245
"nhd_13118872",0.186655400178335,69667.2287927619,"Lake Superior",69.6672287927619
"nhd_13118880",0.21679095036959,64652.6403782351,"Lake Superior",64.6526403782351
"nhd_13118882",0.202762404764378,67556.6141615527,"Lake Superior",67.5566141615527
"nhd_13118884",0.226337936170816,66290.946904735,"Lake Superior",66.290946904735
"nhd_13118888",0.208390212382181,63358.829152241,"Lake Superior",63.358829152241
"nhd_13118890",0.226772219090979,63772.4109924172,"Lake Superior",63.7724109924172
"nhd_13118892",0.20710361509917,67246.2063708281,"Lake Superior",67.2462063708281
"nhd_13118896",0.201759624488918,67637.2933353957,"Lake Superior",67.6372933353957
"nhd_13118900",0.209727689646833,67314.6749978451,"Lake Superior",67.3146749978451
"nhd_13118902",0.222822203362255,70351.5554749332,"Lake Superior",70.3515554749332
"nhd_13118910",0.213075329810793,69782.484246073,"Lake Superior",69.782484246073
"nhd_13119266",0.239161190522628,66345.9896970251,"Lake Superior",66.3459896970251
"nhd_13119274",0.229122094735704,65952.2278332285,"Lake Superior",65.9522278332285
"nhd_13119284",0.232354248261333,66298.6891297676,"Lake Superior",66.2986891297676
"nhd_13119290",0.244909971704484,66879.3174122608,"Lake Superior",66.8793174122608
"nhd_13119334",0.220994407393673,69709.8296845526,"Lake Superior",69.7098296845526
"nhd_13119344",0.214321320731441,70994.9902954943,"Lake Superior",70.9949902954943
"nhd_13119392",0.219153773825354,71132.9028558091,"Lake Superior",71.1329028558091
"nhd_13119440",0.230942744657323,73345.8614399348,"Lake Superior",73.3458614399348
"nhd_13119464",0.219604686002502,74423.4646552068,"Lake Superior",74.4234646552068
"nhd_13119484",0.207571918123474,75698.983646988,"Lake Superior",75.698983646988
"nhd_13119508",0.207915566566805,76032.0956827503,"Lake Superior",76.0320956827503
"nhd_13119526",0.214885015417334,76715.075056423,"Lake Superior",76.715075056423
"nhd_13119530",0.211648953931055,77892.636239587,"Lake Superior",77.892636239587
"nhd_13119644",0.204280280948642,85321.3635250558,"Lake Superior",85.3213635250558
"nhd_13120124",0.161884900850499,116720.748520668,"Lake Superior",116.720748520668
"nhd_13120838",0.213789006590634,66697.8886358021,"Lake Superior",66.6978886358021
"nhd_13120868",0.202063869467618,72863.8399177108,"Lake Superior",72.8638399177108
"nhd_13120876",0.226301490620213,71428.3510596322,"Lake Superior",71.4283510596322
"nhd_13120880",0.218272819106018,75581.4472833955,"Lake Superior",75.5814472833955
"nhd_13120882",0.212899687397372,72854.5877146635,"Lake Superior",72.8545877146635
"nhd_13120904",0.21638272341915,73611.3769076907,"Lake Superior",73.6113769076907
"nhd_13120914",0.226211199400702,79211.2888366491,"Lake Superior",79.2112888366491
"nhd_13120918",0.215144601373138,78109.8783279997,"Lake Superior",78.1098783279997
"nhd_13120920",0.230821504424398,73450.7368413418,"Lake Superior",73.4507368413418
"nhd_13120924",0.21634812175782,71534.2387900658,"Lake Superior",71.5342387900658
"nhd_13120926",0.231545108769895,79625.4842409863,"Lake Superior",79.6254842409863
"nhd_13120930",0.243889040114953,76479.7946528616,"Lake Superior",76.4797946528616
"nhd_13120938",0.232399121300007,73507.535683076,"Lake Superior",73.507535683076
"nhd_13120940",0.185766665843543,81005.7349513377,"Lake Superior",81.0057349513377
"nhd_13120944",0.219140433548543,75450.3063292146,"Lake Superior",75.4503063292146
"nhd_13120946",0.231124573158025,80545.3557403825,"Lake Superior",80.5453557403825
"nhd_13120970",0.197584472945922,83465.3952087077,"Lake Superior",83.4653952087077
"nhd_13120972",0.235238551019818,78952.9544207419,"Lake Superior",78.9529544207419
"nhd_13120978",0.197966834836508,85668.1557775263,"Lake Superior",85.6681557775263
"nhd_13120990",0.217951680014009,84757.7358970451,"Lake Superior",84.7577358970451
"nhd_13120992",0.21993279480491,74716.2481052111,"Lake Superior",74.7162481052111
"nhd_13120996",0.231358621015175,76192.2520574595,"Lake Superior",76.1922520574595
"nhd_13121000",0.219329577737591,84483.6835172237,"Lake Superior",84.4836835172237
"nhd_13121002",0.301196101983589,74420.9388645674,"Lake Superior",74.4209388645674
"nhd_13121004",0.220957203030586,74951.303411949,"Lake Superior",74.951303411949
"nhd_13121012",0.215189290827849,83877.0651217589,"Lake Superior",83.8770651217589
"nhd_13121014",0.217619782937626,81971.9521979292,"Lake Superior",81.9719521979292
"nhd_13121018",0.230394105520731,79540.0388975724,"Lake Superior",79.5400388975724
"nhd_13121022",0.218863143591215,85443.7605326544,"Lake Superior",85.4437605326544
"nhd_13121024",0.222483050228354,85542.1118935967,"Lake Superior",85.5421118935967
"nhd_13121052",0.231218825473823,87704.8064544631,"Lake Superior",87.7048064544631
"nhd_13121056",0.203409713218743,85335.5157696311,"Lake Superior",85.3355157696311
"nhd_13121060",0.201389459596754,81903.8143483231,"Lake Superior",81.9038143483231
"nhd_13121078",0.224908544259103,84006.0709746831,"Lake Superior",84.0060709746831
"nhd_13121080",0.192045824169401,89258.018756271,"Lake Superior",89.258018756271
"nhd_13121084",0.219099981598834,79682.6967557758,"Lake Superior",79.6826967557758
"nhd_13121096",0.243528169313599,83636.1517206641,"Lake Superior",83.6361517206641
"nhd_13121108",0.190873696920938,92050.7210613012,"Lake Superior",92.0507210613012
"nhd_13121114",0.186645678287062,95073.6434430091,"Lake Superior",95.0736434430091
"nhd_13121122",0.21538768263196,87286.5616161013,"Lake Superior",87.2865616161013
"nhd_13121124",0.222373071874948,91470.5185452483,"Lake Superior",91.4705185452483
"nhd_13121128",0.205619647784864,93385.3729806516,"Lake Superior",93.3853729806516
"nhd_13121134",0.214064705587047,92205.2053551818,"Lake Superior",92.2052053551818
"nhd_13121136",0.216513481915331,88901.0594013131,"Lake Superior",88.9010594013131
"nhd_13121138",0.207110363937261,92499.7310128995,"Lake Superior",92.4997310128995
"nhd_13121154",0.228474414492929,96817.236630349,"Lake Superior",96.817236630349
"nhd_13121156",0.21178999122574,93668.0145657348,"Lake Superior",93.6680145657348
"nhd_13121180",0.211754131424023,97844.4826481888,"Lake Superior",97.8444826481888
"nhd_13121194",0.222160605979342,87847.6847567442,"Lake Superior",87.8476847567442
"nhd_13121198",0.213862920636439,98332.8741819992,"Lake Superior",98.3328741819992
"nhd_13121212",0.183370475508206,98929.94314917,"Lake Superior",98.92994314917
"nhd_13121240",0.218215245524156,100658.165934285,"Lake Superior",100.658165934285
"nhd_13121246",0.186153478316373,101692.309919393,"Lake Superior",101.692309919393
"nhd_13121248",0.210653368072433,101026.187249307,"Lake Superior",101.026187249307
"nhd_13121254",0.204843814696011,100089.313865002,"Lake Superior",100.089313865002
"nhd_13121260",0.205476765556934,101436.903675831,"Lake Superior",101.436903675831
"nhd_13121276",0.214591814222719,101703.966097638,"Lake Superior",101.703966097638
"nhd_13121284",0.205385674106181,102848.825894653,"Lake Superior",102.848825894653
"nhd_13121292",0.217590522416286,97848.5230325262,"Lake Superior",97.8485230325262
"nhd_13121308",0.217795999225616,99247.7700724256,"Lake Superior",99.2477700724256
"nhd_13121314",0.203040532553184,97985.8748254401,"Lake Superior",97.9858748254401
"nhd_13121322",0.208876520789848,98924.8087392394,"Lake Superior",98.9248087392394
"nhd_13121324",0.200835423093038,98037.6491772329,"Lake Superior",98.0376491772329
"nhd_13121332",0.212408432885539,99728.7132365665,"Lake Superior",99.7287132365665
"nhd_13121340",0.200874949451733,100854.620839256,"Lake Superior",100.854620839256
"nhd_13121346",0.195892208828706,101007.553090089,"Lake Superior",101.007553090089
"nhd_13121364",0.216697524658256,103403.248484975,"Lake Superior",103.403248484975
"nhd_13121370",0.187780216533243,104429.283247609,"Lake Superior",104.429283247609
"nhd_13121372",0.198995545959643,109166.040625103,"Lake Superior",109.166040625103
"nhd_13121374",0.223042882027334,105349.918210915,"Lake Superior",105.349918210915
"nhd_13121376",0.199625938177136,104545.732476992,"Lake Superior",104.545732476992
"nhd_13121396",0.184641767687029,108333.882484337,"Lake Superior",108.333882484337
"nhd_13121424",0.192100848830097,117364.691413574,"Lake Superior",117.364691413574
"nhd_13121432",0.211861361384163,118231.4044743,"Lake Superior",118.2314044743
"nhd_13121446",0.193800073091535,121250.543846643,"Lake Superior",121.250543846643
"nhd_13121450",0.201736506317803,120658.132490759,"Lake Superior",120.658132490759
"nhd_13121478",0.186107451260926,119316.645931831,"Lake Superior",119.316645931831
"nhd_13121498",0.204686416466161,122344.986509334,"Lake Superior",122.344986509334
"nhd_13123882",0.172052829651903,122792.719133416,"Lake Superior",122.792719133416
"nhd_13123904",0.186920456429956,132884.393993015,"Lake Superior",132.884393993015
"nhd_13123908",0.176615977633589,129257.048296387,"Lake Superior",129.257048296387
"nhd_13123924",0.208635403682503,131335.937629835,"Lake Superior",131.335937629835
"nhd_13123938",0.197040503233629,132480.433515423,"Lake Superior",132.480433515423
"nhd_13123942",0.187840623158306,133258.205113279,"Lake Superior",133.258205113279
"nhd_13123946",0.177719443895839,134959.369796246,"Lake Superior",134.959369796246
"nhd_13123948",0.181913985258784,134089.033012082,"Lake Superior",134.089033012082
"nhd_13123970",0.184188607978011,138966.857686886,"Lake Superior",138.966857686886
"nhd_13123980",0.175616076887927,141520.969695964,"Lake Superior",141.520969695964
"nhd_13123984",0.180837602325192,138901.439932455,"Lake Superior",138.901439932455
"nhd_13123986",0.186020118737919,141119.769209659,"Lake Superior",141.119769209659
"nhd_13123990",0.172149420991548,138870.719986721,"Lake Superior",138.870719986721
"nhd_13124004",0.178843351643274,139422.248829775,"Lake Superior",139.422248829775
"nhd_13124014",0.16980693104548,141146.59432367,"Lake Superior",141.14659432367
"nhd_13124016",0.170913999448081,144320.557505199,"Lake Superior",144.320557505199
"nhd_13124032",0.197290228353283,144959.108540197,"Lake Superior",144.959108540197
"nhd_13124036",0.164611841468051,145202.541149542,"Lake Superior",145.202541149542
"nhd_13124040",0.17377592826844,142203.352744495,"Lake Superior",142.203352744495
"nhd_13124042",0.153636818631386,146864.678110792,"Lake Superior",146.864678110792
"nhd_13124058",0.183444873425613,145922.393106849,"Lake Superior",145.922393106849
"nhd_13124060",0.173016710064147,145741.344068953,"Lake Superior",145.741344068953
"nhd_13124064",0.172218037949745,146578.616618546,"Lake Superior",146.578616618546
"nhd_13124074",0.168794155977432,145637.116144474,"Lake Superior",145.637116144474
"nhd_13124078",0.177857038418259,147697.410071448,"Lake Superior",147.697410071448
"nhd_13124080",0.147760935038154,147442.802447463,"Lake Superior",147.442802447463
"nhd_13124084",0.162921952225654,146762.374246764,"Lake Superior",146.762374246764
"nhd_13124086",0.157513993042745,149247.763893415,"Lake Superior",149.247763893415
"nhd_13124090",0.18818089598747,147704.389978334,"Lake Superior",147.704389978334
"nhd_13124092",0.180523928619865,148050.500359522,"Lake Superior",148.050500359522
"nhd_13124096",0.173955553810893,147900.934204101,"Lake Superior",147.900934204101
"nhd_13124102",0.186774128988704,147084.602847177,"Lake Superior",147.084602847177
"nhd_13124104",0.17105067438776,150184.014023619,"Lake Superior",150.184014023619
"nhd_13124108",0.181251880532113,145540.879907371,"Lake Superior",145.540879907371
"nhd_13124110",0.181747954866723,149622.702384713,"Lake Superior",149.622702384713
"nhd_13124114",0.175162042434119,149106.899001287,"Lake Superior",149.106899001287
"nhd_13124118",0.174569055931539,150331.179379581,"Lake Superior",150.331179379581
"nhd_13124120",0.170303243369372,150648.028470918,"Lake Superior",150.648028470918
"nhd_13124124",0.188561983850544,150347.006234734,"Lake Superior",150.347006234734
"nhd_13124126",0.160890800797048,151323.84299411,"Lake Superior",151.32384299411
"nhd_13124130",0.192422905086728,150744.871246244,"Lake Superior",150.744871246244
"nhd_13124136",0.179560509970654,149589.814638962,"Lake Superior",149.589814638962
"nhd_13124140",0.172179994697672,151610.732016776,"Lake Superior",151.610732016776
"nhd_13124142",0.197101687771989,151840.703042756,"Lake Superior",151.840703042756
"nhd_13124148",0.171235519113644,151035.292161573,"Lake Superior",151.035292161573
"nhd_13124150",0.166677732874862,151477.573224846,"Lake Superior",151.477573224846
"nhd_13124152",0.2031286516161,152109.760930541,"Lake Superior",152.109760930541
"nhd_13124154",0.182339009777114,152054.703788242,"Lake Superior",152.054703788242
"nhd_13124156",0.194949583369633,151541.783860319,"Lake Superior",151.541783860319
"nhd_13124158",0.172698883487471,151465.961477151,"Lake Superior",151.465961477151
"nhd_13124164",0.179815709402026,150201.492088531,"Lake Superior",150.201492088531
"nhd_13124166",0.169102299112112,149977.513411607,"Lake Superior",149.977513411607
"nhd_13124170",0.162054897028663,152512.691823603,"Lake Superior",152.512691823603
"nhd_13124172",0.182535934239674,152602.350799066,"Lake Superior",152.602350799066
"nhd_13124174",0.178960286740864,149147.725536634,"Lake Superior",149.147725536634
"nhd_13124176",0.177722988901834,148701.675350397,"Lake Superior",148.701675350397
"nhd_13124178",0.17171879546512,152673.589098808,"Lake Superior",152.673589098808
"nhd_13124180",0.168273160059946,151372.860485422,"Lake Superior",151.372860485422
"nhd_13124182",0.169789866132082,153164.699670811,"Lake Superior",153.164699670811
"nhd_13124188",0.174980969156198,150920.284657626,"Lake Superior",150.920284657626
"nhd_13124190",0.193339640139587,150423.354791776,"Lake Superior",150.423354791776
"nhd_13124192",0.17912455490946,151273.563825097,"Lake Superior",151.273563825097
"nhd_13124204",0.177653814758983,154224.326426128,"Lake Superior",154.224326426128
"nhd_13124214",0.159448540403592,152370.375998974,"Lake Superior",152.370375998974
"nhd_13124216",0.16386702332687,152580.143026033,"Lake Superior",152.580143026033
"nhd_13124218",0.160523517420833,153842.846131592,"Lake Superior",153.842846131592
"nhd_13124220",0.165102097629058,152717.237787852,"Lake Superior",152.717237787852
"nhd_13124222",0.159377234025908,152679.007722419,"Lake Superior",152.679007722419
"nhd_13124224",0.18366378443461,153717.186438092,"Lake Superior",153.717186438092
"nhd_13124226",0.162286499357529,153397.126016762,"Lake Superior",153.397126016762
"nhd_13124228",0.163300207277842,153596.846867297,"Lake Superior",153.596846867297
"nhd_13124240",0.165728195352153,154355.819416582,"Lake Superior",154.355819416582
"nhd_13124244",0.149980840894944,154122.284187827,"Lake Superior",154.122284187827
"nhd_13124246",0.156472095806812,153911.799321322,"Lake Superior",153.911799321322
"nhd_13124248",0.159103519790982,152083.453237747,"Lake Superior",152.083453237747
"nhd_13124258",0.155681385738734,152733.041347159,"Lake Superior",152.733041347159
"nhd_13124260",0.152471220489185,154186.048197423,"Lake Superior",154.186048197423
"nhd_13124262",0.158829490635771,154781.885691722,"Lake Superior",154.781885691722
"nhd_13124266",0.161203299516957,152519.154918815,"Lake Superior",152.519154918815
"nhd_13124270",0.15718611274319,152779.392777589,"Lake Superior",152.779392777589
"nhd_13124276",0.158974258208437,155311.816492855,"Lake Superior",155.311816492855
"nhd_13124278",0.179152645799897,155698.902987767,"Lake Superior",155.698902987767
"nhd_13124282",0.165694528845945,153238.682487357,"Lake Superior",153.238682487357
"nhd_13124288",0.165662423914014,155260.870778853,"Lake Superior",155.260870778853
"nhd_13124290",0.160628195856509,155755.948453138,"Lake Superior",155.755948453138
"nhd_13124292",0.170094756809098,154651.884311248,"Lake Superior",154.651884311248
"nhd_13124296",0.16996359171458,154920.32734512,"Lake Superior",154.92032734512
"nhd_13124304",0.171267127478278,154401.303776437,"Lake Superior",154.401303776437
"nhd_13124310",0.168280274775289,155106.26541054,"Lake Superior",155.10626541054
"nhd_13124314",0.178072432361051,154665.803839815,"Lake Superior",154.665803839815
"nhd_13124320",0.158746007032275,155189.764228273,"Lake Superior",155.189764228273
"nhd_13124322",0.15020991641702,156398.942145448,"Lake Superior",156.398942145448
"nhd_13124332",0.163782976531611,155900.855993548,"Lake Superior",155.900855993548
"nhd_13124340",0.175388528851431,155583.276204808,"Lake Superior",155.583276204808
"nhd_13131785",0.174035673749,139677.646036023,"Lake Superior",139.677646036023
"nhd_13131829",0.174093837508749,144017.623049476,"Lake Superior",144.017623049476
"nhd_13131865",0.151694054833454,147652.148270802,"Lake Superior",147.652148270802
"nhd_13131869",0.158612039309991,147817.84707151,"Lake Superior",147.81784707151
"nhd_13131871",0.154895589590288,147950.989293033,"Lake Superior",147.950989293033
"nhd_13131875",0.151307199061809,148055.454562082,"Lake Superior",148.055454562082
"nhd_13131903",0.147853154569815,149670.460701655,"Lake Superior",149.670460701655
"nhd_13131905",0.147217989180722,149633.590944613,"Lake Superior",149.633590944613
"nhd_13131907",0.158229674694015,149835.655764071,"Lake Superior",149.835655764071
"nhd_13131919",0.171043553245991,150574.08143978,"Lake Superior",150.57408143978
"nhd_13131927",0.155180639833677,151282.017352052,"Lake Superior",151.282017352052
"nhd_13131937",0.146259212184908,151969.888375813,"Lake Superior",151.969888375813
"nhd_13131941",0.145159022796758,152128.530900572,"Lake Superior",152.128530900572
"nhd_13131943",0.145029274288775,152029.507035186,"Lake Superior",152.029507035186
"nhd_13131947",0.141693582901124,151880.459940869,"Lake Superior",151.880459940869
"nhd_13131955",0.139985537183096,152847.330962118,"Lake Superior",152.847330962118
"nhd_13131973",0.141380509102844,153951.866046952,"Lake Superior",153.951866046952
"nhd_13131987",0.156133307381896,156979.018030104,"Lake Superior",156.979018030104
"nhd_13131991",0.157682026129399,157898.768094386,"Lake Superior",157.898768094386
"nhd_13132003",0.15142355531898,159759.389327588,"Lake Superior",159.759389327588
"nhd_13132005",0.158470760372806,159927.528552647,"Lake Superior",159.927528552647
"nhd_13132013",0.179748512470778,160646.159297317,"Lake Superior",160.646159297317
"nhd_13132031",0.173773040098732,162541.003375322,"Lake Superior",162.541003375322
"nhd_13132821",0.15590679319698,213369.911713978,"Lake Michigan",213.369911713978
"nhd_13132827",0.15264472829841,223149.048554602,"Lake Superior",223.149048554602
"nhd_13132835",0.163713725864879,220535.325910267,"Lake Michigan",220.535325910267
"nhd_13132847",0.155286908136483,221023.27913435,"Lake Michigan",221.02327913435
"nhd_13132871",0.190465101999606,227424.741609296,"Lake Michigan",227.424741609296
"nhd_13134099",0.209926030287721,175817.382875821,"Lake Superior",175.817382875821
"nhd_13134581",0.154469913740286,199897.369320502,"Lake Superior",199.897369320502
"nhd_13134693",0.160540650961509,223806.715249534,"Lake Michigan",223.806715249534
"nhd_13134701",0.186820192660398,222598.883266341,"Lake Michigan",222.598883266341
"nhd_13134705",0.150279613219037,213300.20626584,"Lake Michigan",213.30020626584
"nhd_13134709",0.187149856393154,186977.679443801,"Lake Michigan",186.977679443801
"nhd_13134761",0.17298652723241,186167.638786891,"Lake Michigan",186.167638786891
"nhd_13134787",0.160160775495679,189108.230279237,"Lake Michigan",189.108230279237
"nhd_13134843",0.156912109861479,213116.339745646,"Lake Michigan",213.116339745646
"nhd_13134853",0.150839379223604,180383.176935133,"Lake Michigan",180.383176935133
"nhd_13134867",0.149998058323611,184526.442821864,"Lake Michigan",184.526442821864
"nhd_13134869",0.149764795469873,177843.377032497,"Lake Michigan",177.843377032497
"nhd_13134891",0.174530372465802,185016.139657683,"Lake Michigan",185.016139657683
"nhd_13134957",0.154289186635245,175552.620053305,"Lake Michigan",175.552620053305
"nhd_13134963",0.165826763160233,207785.791734646,"Lake Michigan",207.785791734646
"nhd_13134973",0.139077087638661,186312.16138316,"Lake Michigan",186.31216138316
"nhd_13134985",0.204163340501661,213530.851114096,"Lake Michigan",213.530851114096
"nhd_13134991",0.177010615255449,206066.319730878,"Lake Michigan",206.066319730878
"nhd_13135009",0.16800608205571,179196.303906718,"Lake Michigan",179.196303906718
"nhd_13135061",0.161227295593518,206539.991806534,"Lake Michigan",206.539991806534
"nhd_13135089",0.167285778249089,204350.87424549,"Lake Michigan",204.35087424549
"nhd_13135091",0.16339491802682,198429.481020207,"Lake Michigan",198.429481020207
"nhd_13135105",0.164891954952795,209450.769783626,"Lake Michigan",209.450769783626
"nhd_13135109",0.194724544991479,210573.760917634,"Lake Michigan",210.573760917634
"nhd_13135119",0.154254346902653,206945.583153154,"Lake Michigan",206.945583153154
"nhd_13135123",0.149734117389589,199903.508793647,"Lake Michigan",199.903508793647
"nhd_13135129",0.129640347571171,205385.160072344,"Lake Michigan",205.385160072344
"nhd_13135133",0.153480003699481,208825.822767846,"Lake Michigan",208.825822767846
"nhd_13135153",0.13352550857051,201388.462706488,"Lake Michigan",201.388462706488
"nhd_13135159",0.143534117106641,202201.349580882,"Lake Michigan",202.201349580882
"nhd_13135163",0.170388375981188,205824.906479312,"Lake Michigan",205.824906479312
"nhd_13135175",0.150043301197429,205868.746170412,"Lake Michigan",205.868746170412
"nhd_13135193",0.169294899385899,205040.348167611,"Lake Michigan",205.040348167611
"nhd_13135195",0.173172181468654,211173.725575272,"Lake Michigan",211.173725575272
"nhd_13135217",0.137890810937944,198529.016096444,"Lake Michigan",198.529016096444
"nhd_13135223",0.160596219751573,200979.225174988,"Lake Michigan",200.979225174988
"nhd_13135233",0.167340771942532,209367.158252564,"Lake Michigan",209.367158252564
"nhd_13135235",0.14280965200658,197424.086620949,"Lake Michigan",197.424086620949
"nhd_13135239",0.151223872374078,222447.206872599,"Lake Michigan",222.447206872599
"nhd_13135243",0.146572358324841,203641.481866501,"Lake Michigan",203.641481866501
"nhd_13135247",0.150694277660019,198606.726104584,"Lake Michigan",198.606726104584
"nhd_13135255",0.157293130711393,223031.119953601,"Lake Michigan",223.031119953601
"nhd_13135259",0.152087084854465,200994.680300422,"Lake Michigan",200.994680300422
"nhd_13135261",0.151441136051838,221881.643558479,"Lake Michigan",221.881643558479
"nhd_13135287",0.147230751991999,198412.81684739,"Lake Michigan",198.41281684739
"nhd_13135299",0.146270767562636,198934.00443703,"Lake Michigan",198.93400443703
"nhd_13135345",0.172540476464935,209321.807611675,"Lake Michigan",209.321807611675
"nhd_13135385",0.140052450383295,207146.224860708,"Lake Michigan",207.146224860708
"nhd_13135395",0.133304872341963,208567.789812752,"Lake Michigan",208.567789812752
"nhd_13135399",0.164918443796582,212533.299694821,"Lake Michigan",212.533299694821
"nhd_13135469",0.17111357664476,234995.571523064,"Lake Michigan",234.995571523064
"nhd_13135481",0.155634105116916,217274.643910924,"Lake Michigan",217.274643910924
"nhd_13135493",0.145733200249766,215895.69391332,"Lake Michigan",215.89569391332
"nhd_13135505",0.139896658156296,216472.717283702,"Lake Michigan",216.472717283702
"nhd_13135515",0.156662880986203,216695.159600565,"Lake Michigan",216.695159600565
"nhd_13135521",0.191272138236461,236773.561387628,"Lake Michigan",236.773561387628
"nhd_13135547",0.224849246552344,240814.516413855,"Lake Michigan",240.814516413855
"nhd_13135583",0.177193457425094,241987.473208086,"Lake Michigan",241.987473208086
"nhd_13137279",0.159565299288236,171967.074966496,"Lake Michigan",171.967074966496
"nhd_13137337",0.135587835946659,197744.554062086,"Lake Michigan",197.744554062086
"nhd_13137347",0.162583926136165,197986.185730923,"Lake Michigan",197.986185730923
"nhd_13138501",0.162840158332581,269936.227342708,"Lake Michigan",269.936227342708
"nhd_13138519",0.170189164907346,253703.771917681,"Lake Michigan",253.703771917681
"nhd_13138559",0.130401450622267,268249.661508362,"Lake Michigan",268.249661508362
