"distance","lon","lat","ID"
300949.14837128,-92.241135021429,46.6410903679521,4
298533.186591422,-92.241135021429,46.6410903679521,4
301746.379422961,-92.241135021429,46.6410903679521,4
296723.88507227,-92.241135021429,46.6410903679521,4
293223.699610881,-92.241135021429,46.6410903679521,4
298690.021663717,-92.241135021429,46.6410903679521,4
307878.340725424,-92.241135021429,46.6410903679521,4
303345.515598393,-92.241135021429,46.6410903679521,4
309715.868628286,-92.241135021429,46.6410903679521,4
315339.713344908,-92.241135021429,46.6410903679521,4
322072.709992263,-92.241135021429,46.6410903679521,4
319585.469914853,-92.241135021429,46.6410903679521,4
318001.914112618,-92.241135021429,46.6410903679521,4
317961.088876503,-92.241135021429,46.6410903679521,4
337417.704756156,-92.241135021429,46.6410903679521,4
334137.212287416,-92.241135021429,46.6410903679521,4
336517.15270601,-92.241135021429,46.6410903679521,4
338376.593001528,-92.241135021429,46.6410903679521,4
337470.026340873,-92.241135021429,46.6410903679521,4
338648.461991664,-92.241135021429,46.6410903679521,4
345223.255976816,-92.241135021429,46.6410903679521,4
58453.2582643422,-83.1893338371265,42.0912748780445,2
55971.3522966323,-83.1893338371265,42.0912748780445,2
52396.8513522506,-83.1893338371265,42.0912748780445,2
50922.1884365985,-83.1893338371265,42.0912748780445,2
53415.6872219036,-83.1893338371265,42.0912748780445,2
172016.140274044,-92.241135021429,46.6410903679521,4
178244.033189981,-92.241135021429,46.6410903679521,4
179908.599358673,-92.241135021429,46.6410903679521,4
183047.964993068,-92.241135021429,46.6410903679521,4
182117.937991097,-92.241135021429,46.6410903679521,4
185411.418720619,-92.241135021429,46.6410903679521,4
161755.407550739,-92.241135021429,46.6410903679521,4
164861.691226181,-92.241135021429,46.6410903679521,4
162372.40045805,-92.241135021429,46.6410903679521,4
168996.82323758,-92.241135021429,46.6410903679521,4
164507.040595391,-92.241135021429,46.6410903679521,4
165637.487522288,-92.241135021429,46.6410903679521,4
171612.824830744,-92.241135021429,46.6410903679521,4
169678.887145646,-92.241135021429,46.6410903679521,4
180578.39974214,-92.241135021429,46.6410903679521,4
171923.765066775,-92.241135021429,46.6410903679521,4
187654.04064141,-92.241135021429,46.6410903679521,4
174072.861986482,-92.241135021429,46.6410903679521,4
175612.610482805,-92.241135021429,46.6410903679521,4
189942.9851689,-92.241135021429,46.6410903679521,4
185138.740589255,-92.241135021429,46.6410903679521,4
186616.230193308,-92.241135021429,46.6410903679521,4
177908.676595311,-92.241135021429,46.6410903679521,4
176864.216665686,-92.241135021429,46.6410903679521,4
194934.412525196,-92.241135021429,46.6410903679521,4
189722.295906196,-92.241135021429,46.6410903679521,4
176399.027904817,-92.241135021429,46.6410903679521,4
